LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
10000,2,2,1,34,-1,0,6,0,2,-1,4829,1918,5301,1281,3387,5543,550,384,87,441,1307,3343,0
80000,1,2,2,55,0,3,-1,0,0,3,44079,18222,48156,43626,8923,10508,9189,10252,19498,25679,3203,5303,0
20000,1,1,1,34,0,-1,2,0,2,0,9943,13507,1961,5370,5841,3935,5702,8499,310,1947,950,1521,0
50000,1,1,3,59,0,-1,2,1,3,1,18211,24552,21921,0,32146,0,7071,6633,0,0,17787,0,0
300000,2,1,1,39,0,0,-1,3,0,2,0,108172,254117,178037,182489,155260,0,6657,124636,35244,101820,56370,0
150000,2,3,3,36,-1,0,-1,5,4,1,64400,76372,56683,13750,68139,80546,34982,42156,17968,2576,2922,14879,0
10000,2,1,1,73,-1,0,0,5,1,0,9656,7136,5957,2999,1336,5586,1341,1587,1245,571,420,4566,0
30000,2,2,1,38,3,2,6,2,-1,0,20781,15965,7500,13909,19602,9553,2863,6516,0,4559,5980,4694,1
100000,2,2,1,22,2,3,0,1,3,-1,18549,2494,26231,30966,30661,9352,8097,917,17225,6127,12346,1884,1
200000,1,2,1,23,2,2,2,0,-1,-1,113459,85494,86626,110684,135081,132194,50684,20979,58822,30958,14216,33929,1
10000,2,2,3,27,4,-1,-1,4,0,-1,4199,3329,5213,2460,5526,3131,2264,929,3361,430,2614,1319,1
200000,2,2,2,61,0,-1,-1,-1,-1,0,98288,14854,85024,144634,60874,63890,36890,9465,58743,46406,221,5137,0
80000,2,2,1,32,-1,4,0,-1,2,-1,6773,32022,16021,7078,14495,44559,1817,11568,3230,4208,4049,0,0
80000,2,2,2,72,2,2,0,-1,2,2,27599,15332,39831,29179,24879,24762,6638,9096,17220,27696,17399,9824,0
300000,2,1,2,36,4,-1,1,3,9,0,106472,120047,66911,0,24799,150115,24957,65645,4105,0,651,46489,1
150000,1,2,2,38,3,-1,2,3,8,0,22017,53594,17794,62188,85524,81982,4374,23558,4774,0,33447,18415,0
200000,2,1,3,55,1,3,-1,-1,4,2,80375,101348,49938,113141,77674,25630,29777,69948,20810,31332,34766,13271,1
50000,1,2,1,52,-1,6,2,6,3,3,20171,23020,29591,1889,18284,8318,5380,4397,17521,588,2056,4991,1
80000,2,2,1,30,-1,-1,2,0,-1,0,34240,34407,15427,40045,52680,41985,9904,11894,7225,2134,41677,7768,0
100000,2,2,2,53,4,2,-1,0,5,0,49362,65910,49607,36115,25292,34569,0,19311,22196,9383,14191,21550,1
50000,1,2,2,36,1,-1,5,1,-1,-1,19486,27341,12675,31589,0,13912,4456,9516,6080,9506,0,1943,0
80000,2,3,2,43,0,2,0,-1,-1,-1,31697,36338,60230,0,29839,44271,17366,13856,36203,0,11033,26230,0
30000,2,2,1,50,1,-1,6,0,0,2,15918,17207,13883,9226,12077,14653,11481,2997,8855,4876,6940,8020,0
20000,1,1,1,66,3,2,0,1,-1,0,2233,4675,12658,10042,9432,9281,848,3692,5549,2013,2193,6739,0
50000,2,2,2,28,1,-1,3,2,-1,0,30664,13999,23240,31582,21030,7252,11993,6925,13216,11146,4996,1881,0
150000,2,2,1,21,0,2,1,0,-1,2,34451,45702,59957,32623,54832,81188,15993,8025,33402,8942,33297,32269,1
300000,2,1,2,29,6,2,0,1,-1,3,226721,79338,97976,156395,21523,104279,122708,6713,23382,57963,2896,72442,1
50000,2,2,1,53,1,2,0,0,0,0,10170,19087,0,21525,25799,23266,3973,11741,0,1862,8530,6328,0
100000,2,2,2,36,2,1,1,0,3,0,66177,66469,36671,7716,33742,27202,39858,17803,4510,2724,9911,10854,0
20000,2,2,3,24,-1,2,2,-1,3,4,1370,4291,9359,10423,15347,8105,88,1927,2931,4337,4711,900,1
200000,2,2,3,62,1,0,-1,2,0,4,42589,3860,0,52043,36716,123397,15139,0,0,10270,8843,54608,0
80000,1,1,2,71,2,-1,0,2,0,-1,35296,17931,40818,15162,24762,26418,18813,0,14590,6825,9164,9582,0
150000,1,2,1,27,1,-1,0,-1,-1,-1,81433,16431,86787,73337,46381,59851,12094,6998,18870,18146,16755,27133,1
150000,1,1,1,50,-1,-1,2,-1,0,0,55199,67015,47865,109227,95541,64524,24268,7223,26603,30724,14475,9782,0
30000,2,1,1,23,-1,0,0,5,3,0,9943,10848,15892,15628,9102,4897,997,6778,3426,11595,7711,1922,0
80000,1,2,2,74,0,3,0,-1,0,0,12939,9671,30294,30898,37197,8043,5703,4759,5814,13604,14992,2619,0
500000,1,2,1,27,0,-1,0,1,0,0,145167,213814,301322,108574,154298,233004,35650,69563,37783,18055,48187,0,0
20000,2,2,2,46,2,2,0,0,0,0,4103,10145,7726,9443,3746,14468,313,516,3140,3465,1181,6319,1
100000,2,3,2,60,2,0,0,0,0,6,80650,42159,26910,41718,50505,45660,30379,7840,814,872,15180,10942,1
500000,2,2,2,44,-1,1,0,2,3,-1,142139,20641,356369,0,169133,202279,76546,10365,256384,0,57049,103389,0
30000,1,1,2,36,-1,2,0,3,-1,-1,5011,6921,4226,5328,10617,14873,1541,2742,2384,3079,2638,5903,0
200000,1,2,1,54,3,0,-1,1,2,0,52028,0,20511,183691,96283,132099,25068,0,8331,0,0,62654,0
300000,1,2,3,70,0,-1,1,-1,0,-1,145583,79074,145966,163741,135027,95652,78419,6418,55013,105348,90880,25522,1
150000,2,2,1,28,-1,4,3,-1,0,0,24743,2307,74346,74795,98351,8027,5015,1190,37422,179,28758,3087,1
30000,2,3,1,68,2,-1,2,0,0,-1,16933,8658,13229,20549,14576,2783,10374,1701,7433,5428,4076,1409,1
50000,2,2,3,51,0,2,1,1,4,-1,25335,13720,16581,31129,18028,24122,0,4035,2200,10341,2720,7734,0
10000,1,1,1,41,-1,5,2,1,1,-1,1482,1541,1726,1980,2821,2930,1061,649,994,710,1971,560,0
200000,2,2,1,31,0,-1,1,5,-1,-1,148749,103313,19212,42083,134764,0,132001,14643,6991,15786,63333,0,0
200000,1,1,3,50,-1,-1,0,1,2,-1,69411,90266,92203,88622,51455,50778,29167,44582,10573,52683,14965,12870,0
100000,1,3,2,50,4,-1,1,2,-1,-1,52169,73208,54426,71915,37732,45357,30384,18374,30415,0,11962,3043,1
50000,2,3,3,71,-1,-1,-1,2,0,5,22523,7155,22406,2727,22590,10204,12388,1403,4497,1957,16030,4145,0
10000,1,2,1,31,2,4,0,-1,-1,3,5974,2241,4048,4434,4064,1340,2590,979,2277,1581,1166,383,0
150000,2,1,1,71,2,-1,3,-1,0,-1,43159,92551,67023,63325,54697,15020,15490,29987,29823,14905,34842,1423,1
150000,1,2,1,72,0,0,2,6,3,0,101409,44429,27453,43176,77780,52490,38011,12974,17485,14362,18851,26044,1
300000,1,2,2,58,-1,-1,4,-1,-1,2,54125,51147,183547,80000,108501,147987,15825,10598,85210,21503,79821,26822,0
150000,2,1,1,32,3,2,5,-1,-1,0,79515,77790,75789,134686,73267,76851,26304,4478,53883,32966,0,16830,0
200000,1,1,1,46,-1,0,-1,0,0,0,67503,141030,34733,0,67008,67102,10099,113148,11858,0,50137,37711,0
150000,1,1,2,62,-1,0,-1,-1,-1,4,66549,109024,71040,44717,62789,69566,22202,37759,44560,3873,45728,32445,0
100000,2,2,2,48,-1,0,0,3,1,1,36295,12807,32707,29538,59114,15470,11749,6077,7605,9536,22942,3043,0
50000,1,2,1,29,-1,5,7,-1,2,-1,16772,36115,6464,25800,21487,419,8867,4427,0,12294,15893,176,1
200000,2,3,1,30,0,-1,-1,1,0,-1,17704,95515,86658,27522,93425,106935,3892,51816,52968,0,24150,70438,0
100000,2,1,1,35,8,4,0,1,0,2,45034,45751,0,33784,27069,36299,17929,9311,0,18407,13092,4094,1
50000,2,1,1,52,1,0,0,2,0,-1,36421,18797,24459,21188,21777,12880,26189,766,2945,16513,10676,8868,0
20000,1,1,1,32,-1,0,-1,-1,4,1,8751,11591,5060,13404,7074,7769,3466,4264,1173,6639,3555,2115,0
30000,2,3,1,37,-1,-1,5,-1,0,-1,0,5248,13250,14596,20795,11696,0,2276,5477,5249,12568,2409,1
80000,2,2,2,67,-1,0,2,3,2,1,19989,8959,29148,14128,37068,33610,12418,2291,8614,2793,8394,16633,0
30000,1,3,1,29,0,1,-1,-1,4,-1,3726,12346,17785,17162,5913,10886,1614,4270,0,9098,2326,0,0
30000,1,3,2,38,0,0,0,0,-1,5,5764,3941,12379,15008,20701,24664,1146,2986,4275,3282,4136,15315,0
80000,2,1,1,49,3,1,1,3,0,0,14837,17207,17877,31258,128,21155,1666,2424,5229,6911,18,10391,1
20000,2,1,2,27,0,1,0,1,0,0,7544,12223,8879,0,4410,9465,4677,5781,2311,0,1418,1541,1
150000,2,1,1,45,0,-1,-1,2,0,-1,20083,20262,107045,0,83188,74417,7097,3897,46797,0,48693,10990,1
80000,1,1,2,33,1,1,0,0,3,4,31601,69055,45756,48499,23418,61649,0,14273,21302,6960,7938,14393,0
80000,2,2,2,69,2,-1,0,-1,-1,1,22043,15317,11862,34230,57052,21353,7863,2101,1280,7062,31980,8845,1
20000,1,2,1,57,2,2,1,-1,-1,9,5421,6567,7300,874,3980,3152,1430,1551,3963,385,1298,404,1
50000,2,2,2,32,2,2,-1,3,0,0,19056,17292,18437,20325,31024,24615,4464,7990,7536,4915,8715,23418,1
50000,1,1,1,65,0,-1,2,0,1,0,18393,27427,15719,33449,10884,29699,6845,11383,13871,12902,1592,12576,0
150000,2,1,2,55,5,1,2,-1,3,2,46605,97676,59142,70419,58609,70251,0,40034,21042,0,35881,49443,1
150000,1,2,2,42,0,-1,5,-1,-1,2,59939,26630,14343,77558,54934,19130,4770,12901,3009,12455,23145,9894,0
30000,2,1,1,35,0,3,-1,-1,1,2,10636,14733,4411,11691,11608,10070,3983,5494,1833,3208,1161,3229,1
100000,2,2,1,27,3,0,6,0,0,-1,31297,64242,17200,48186,49084,42862,14372,35176,8092,21412,6716,5517,0
30000,1,1,2,58,0,0,0,9,1,0,22727,10601,13477,3769,13014,2225,8014,2187,5883,2919,4776,669,0
500000,1,1,3,26,0,2,1,3,-1,-1,129602,238979,69313,158155,171147,175611,91867,66127,14471,38429,114427,78155,0
300000,2,2,1,65,-1,7,2,2,0,3,213279,223182,96324,79789,153471,178807,96666,1378,56049,30837,103197,50920,0
80000,1,2,2,57,-1,3,1,4,3,2,43391,52418,9324,40541,29761,46611,24695,7932,0,0,17422,20587,1
100000,2,1,2,69,2,2,1,2,1,-1,59938,54744,68344,36544,46721,45128,16307,9419,23899,24041,2930,19157,1
150000,1,2,1,26,-1,0,0,2,-1,-1,45570,104710,85161,14553,60875,90466,3871,40877,80459,10452,32199,10768,0
150000,2,1,2,71,0,4,2,6,1,5,78766,26647,96040,66744,18114,79762,23116,7554,46074,42890,7553,51666,0
100000,1,1,1,70,6,1,-1,1,0,4,54143,31492,44173,42580,30814,29259,21066,10744,19469,13731,9329,18117,1
300000,2,2,1,39,1,0,-1,-1,4,-1,44571,34049,54493,15890,0,166711,6178,24027,32599,1327,0,19317,0
100000,1,2,1,53,-1,-1,5,2,-1,3,73125,47864,24976,39636,34858,77280,26252,14157,10031,7597,20083,2286,0
100000,2,1,1,25,1,-1,0,0,0,-1,70680,43912,7505,50700,38442,35099,28504,16005,2666,16316,20823,21608,0
200000,1,1,2,67,2,-1,1,-1,5,2,59752,175066,69036,99811,94383,82118,48733,68859,33378,9242,33401,14035,1
100000,2,2,1,53,0,-1,0,-1,-1,0,39770,42645,21404,36657,64678,52726,15716,9753,7055,6342,60221,21158,0
150000,1,1,3,41,-1,-1,0,1,-1,0,88947,97354,60019,94609,90660,83351,16941,32841,22774,34654,38408,44389,0
30000,1,3,1,35,0,-1,-1,1,-1,6,1046,11697,13242,9845,8968,11419,304,6004,8698,5233,2719,690,0
50000,2,1,1,47,-1,0,1,-1,0,0,25591,16192,25696,15953,22667,25022,7864,9812,6970,2759,11609,9857,0
20000,1,1,1,50,0,-1,1,-1,-1,2,8633,7726,6516,12263,9952,7864,1445,3609,1133,6858,3166,5356,0
80000,2,3,2,25,2,-1,3,7,-1,0,39546,29970,20447,44389,10869,7827,11374,9628,984,11561,3123,1524,1
50000,2,2,1,43,4,-1,0,0,-1,0,21073,14703,20456,48501,8056,25151,9518,6896,3389,18854,2663,5241,0
500000,2,1,2,66,0,-1,0,2,0,2,14125,315089,62443,252117,166763,183093,1507,133583,9399,42328,99206,106723,0
100000,1,2,2,61,4,0,0,-1,0,2,44134,31778,32289,19513,27971,42561,23211,7270,5865,5968,8074,27297,0
150000,2,1,2,41,3,4,-1,0,1,3,61435,78880,30371,30271,44833,69552,27656,0,12213,12506,7613,33459,1
50000,1,2,1,21,0,1,1,-1,-1,2,14963,16619,0,14225,17650,29989,8266,8156,0,4563,7110,13689,1
200000,2,1,2,29,3,3,0,0,-1,0,144884,50596,92368,101800,72855,129297,50281,7538,32831,51221,19954,23587,1
100000,1,3,1,54,0,0,-1,-1,0,0,9078,66182,3390,67937,57661,28521,2551,20944,1012,17636,18307,7666,0
100000,1,2,1,52,1,1,0,2,0,-1,42225,25123,28891,35467,64205,45310,5484,12910,15350,6300,32586,9170,0
30000,1,2,2,68,-1,0,1,-1,0,4,2969,21894,17440,0,8683,10910,1406,1688,8456,0,0,1445,0
80000,2,2,1,26,1,-1,2,-1,-1,2,52442,33423,26609,28550,47151,33538,21767,12635,10913,12863,35291,15982,1
100000,2,1,2,43,1,3,6,2,3,2,53679,94807,54620,40853,40443,36219,11412,34643,10980,13701,0,27417,1
80000,1,3,1,59,0,2,2,-1,1,0,10876,31923,35468,27492,19839,38791,3610,19266,19204,12104,6430,2645,1
300000,2,1,1,36,2,1,2,1,0,0,134214,141811,174987,129562,88930,156354,9726,22148,57496,78803,19956,70384,1
200000,1,1,2,37,-1,-1,-1,1,-1,0,79757,148526,0,139678,77509,96282,44534,17031,0,71055,25293,52057,1
500000,2,2,1,34,0,3,0,1,1,-1,163709,191829,363131,297290,184231,111470,86843,88063,13232,148312,26511,23259,1
100000,2,4,2,35,0,4,2,1,6,2,48464,40511,15970,16709,76428,67396,12880,27244,7037,6598,26758,4796,0
500000,2,1,2,67,0,8,-1,0,0,6,148819,249149,367560,222228,205106,331111,0,169005,199001,68846,70488,79791,1
200000,1,3,2,62,-1,2,-1,3,2,8,61484,133621,63610,38151,110207,44684,26493,73819,8897,12361,0,7071,0
30000,2,2,2,24,6,-1,5,2,3,0,12467,14961,15484,25893,11029,13039,2497,4603,8016,7472,0,5674,0
50000,2,3,1,58,2,2,-1,4,0,-1,17559,18664,9818,19748,28253,11151,3837,4719,2642,2776,12177,4273,1
30000,2,2,1,62,-1,0,-1,-1,2,-1,4820,1369,29058,21860,3223,8828,1635,509,13821,1660,748,5348,1
10000,1,1,1,73,0,1,1,1,-1,0,4571,924,914,907,5428,5724,72,710,602,348,549,1857,0
20000,2,3,2,46,0,6,5,4,6,2,5811,10773,7023,8059,8661,9918,3003,3119,3595,2915,6544,207,1
10000,2,1,1,26,0,-1,0,0,0,-1,2614,3342,1951,6571,2414,739,1691,883,648,2614,1452,16,0
150000,2,2,1,46,0,0,0,-1,0,1,31462,30382,34657,33488,70830,40981,21890,8633,17694,13057,29514,7630,0
50000,1,3,2,52,-1,2,-1,6,0,1,17015,16684,22894,27061,1045,20714,11837,9911,8853,1770,365,15410,0
30000,1,3,1,39,-1,-1,-1,2,0,-1,3772,5431,15113,6630,17374,8560,448,2226,7148,3438,2300,2786,0
150000,2,2,1,70,-1,-1,0,-1,2,2,67255,52107,113138,0,0,18931,2102,23920,78423,0,0,7611,0
200000,2,1,2,64,-1,0,-1,6,2,1,16787,3186,60034,116973,175245,16869,5462,1727,30278,56768,46254,4352,0
500000,2,2,1,58,3,0,0,0,2,-1,261412,149802,69222,178909,230864,262035,138630,12428,30566,66796,104907,83330,1
100000,2,2,2,65,-1,-1,0,1,-1,3,44509,48795,0,21729,0,11584,23597,6661,0,5111,0,3896,0
50000,2,3,1,43,-1,5,0,0,-1,3,19942,12596,26536,12111,20370,17359,7515,5239,15466,2396,18138,6301,0
30000,1,1,3,30,4,1,2,1,1,2,640,2470,4206,8955,21150,13289,89,779,2651,3612,11847,4073,0
30000,1,2,1,66,2,0,-1,0,1,2,19069,9124,18311,17813,12094,14504,4317,6326,7169,7972,2561,2400,0
30000,2,1,2,60,1,-1,2,0,4,1,23450,10612,13301,19905,0,16863,9601,7677,7631,7984,0,3764,1
50000,1,2,1,34,-1,1,-1,-1,-1,0,24462,31416,29077,21657,23591,41332,0,10252,12831,12939,13484,8070,0
500000,2,1,2,30,1,-1,3,-1,0,2,166837,260280,178961,177227,226286,113635,28185,115730,44417,61431,38049,45051,0
10000,2,1,1,49,2,0,5,0,-1,-1,2492,4202,3523,6721,6950,4435,1861,1078,704,342,5657,1789,1
20000,2,2,2,29,0,8,1,-1,0,2,9081,3815,0,1877,11844,10395,4557,2115,0,654,4927,3850,0
20000,1,2,1,42,-1,-1,0,2,0,-1,9810,6790,7078,10461,10299,6140,4184,1646,2909,3735,695,3820,0
150000,2,2,2,24,7,0,-1,0,1,-1,18817,41436,71352,73353,69424,26761,7947,11337,44866,34089,17834,15497,0
50000,2,3,1,45,0,-1,2,0,-1,6,6642,28078,8198,19603,43273,22766,2250,5818,846,7134,8584,8507,0
50000,2,1,2,67,3,3,0,2,-1,2,9974,37748,16112,38017,10726,27007,0,12882,7113,11439,3427,6986,1
20000,1,1,2,37,-1,2,0,1,1,2,12034,7238,0,9943,9925,8528,7258,2889,0,2573,0,3330,0
50000,2,1,1,70,3,8,-1,1,0,1,18266,22890,9093,15944,17993,20973,9968,13064,1650,5697,4374,11403,0
20000,2,2,2,54,4,0,-1,0,0,0,14512,7976,11043,4122,12313,6625,7000,2387,5563,199,1626,4715,1
80000,1,2,2,67,1,-1,5,2,-1,-1,19613,33396,40062,29998,50049,46604,3663,17513,16240,8873,0,10789,0
20000,1,2,2,60,2,3,1,-1,6,0,8562,12424,10637,13455,11386,7259,4493,2166,5814,8219,3758,2363,1
150000,2,2,2,25,3,2,-1,-1,1,1,139928,21839,60940,82873,100069,66890,75046,8752,8854,50338,48165,43962,1
80000,1,2,1,37,2,-1,0,-1,0,1,22555,16570,64654,24780,11314,62803,6168,9103,32405,5333,660,30061,0
150000,1,2,2,34,5,2,1,0,-1,0,83892,32841,61545,32020,53310,107547,27159,6799,36924,24840,19691,38576,1
50000,1,2,2,29,-1,-1,1,-1,0,-1,28325,19366,19641,16453,29707,28693,16714,5595,0,61,17037,7821,1
50000,2,3,2,59,-1,0,-1,6,5,-1,28467,22528,20554,27925,11564,20832,9907,10312,5416,6185,2865,3519,0
20000,1,1,3,67,3,-1,5,5,-1,0,7844,1852,10793,9245,8381,4951,1517,641,1261,2346,966,3155,1
80000,1,1,1,45,7,6,0,-1,0,-1,28308,21296,21803,49734,22230,25103,5471,11591,13890,17341,10064,8790,1
80000,1,2,1,71,-1,0,2,2,1,0,30785,56941,62706,20581,41198,30759,4713,16733,18625,5780,16970,13412,0
50000,2,2,2,65,1,-1,1,-1,1,6,12457,23192,12495,16155,17582,12547,2637,7749,3006,7969,5758,4055,0
150000,2,2,1,70,0,0,5,5,4,0,91938,31664,30431,87233,61682,55822,33159,19204,13079,11878,21541,388,0
200000,2,2,1,74,-1,5,0,1,-1,-1,13502,56517,69000,162885,40925,33097,1234,20296,40050,14763,3895,10196,1
150000,2,1,1,48,1,0,1,-1,2,0,30310,33000,9430,73174,77885,30037,5290,20314,2744,11341,29850,14627,0
20000,2,1,2,66,1,-1,-1,0,1,-1,10369,1669,5381,8008,9202,4105,1566,793,0,5656,1043,1310,0
100000,2,2,2,21,0,4,-1,3,-1,4,65199,31050,32682,52886,42600,0,16545,3608,10919,9201,16481,0,1
20000,2,3,1,58,-1,3,1,1,1,1,11348,3844,13022,5171,4827,3006,4504,320,7047,0,3037,1151,1
100000,1,2,1,26,2,0,0,4,-1,2,39407,29115,101172,20528,41516,43852,19319,3263,8978,10480,12415,16761,0
50000,2,2,1,24,-1,-1,-1,0,4,0,19097,25223,11210,15875,29549,19252,4214,10211,4942,5661,8442,2268,0
20000,1,1,1,64,1,-1,0,0,0,-1,5390,9948,14268,11966,3649,6377,2690,4151,5865,4749,393,3633,0
200000,2,2,1,38,9,0,0,-1,4,-1,100321,73567,82267,70329,105018,66976,23308,24908,28894,27984,55928,11309,0
100000,2,2,1,55,5,-1,-1,-1,-1,3,20928,35195,76122,65642,18370,30622,9934,3844,9716,34809,5764,3319,0
50000,2,1,1,36,0,0,9,-1,-1,-1,32663,11878,30517,34275,27687,0,4978,7045,24408,9765,10822,0,0
10000,2,1,1,25,-1,-1,0,2,-1,-1,5641,4632,2302,2748,2764,6288,1945,1910,622,1483,999,4126,0
80000,2,2,1,24,3,0,-1,2,-1,4,16328,41813,43376,46807,45387,36030,4980,11518,20599,12467,25504,27859,1
300000,2,1,1,57,-1,0,-1,-1,3,0,92626,53814,114864,174654,124717,163816,21457,6539,30642,110471,21692,0,0
100000,2,1,3,31,0,3,-1,0,-1,3,26859,18537,30353,16166,19906,24994,5982,10690,24646,11823,12459,6862,0
500000,1,2,1,36,2,0,2,1,-1,0,25423,244580,222318,103366,62030,263453,12272,88003,56057,44960,23254,64167,0
20000,1,2,2,43,2,1,6,0,-1,-1,4547,5418,5641,14343,8129,9010,278,1396,2550,3119,1417,1847,1
80000,1,1,1,71,0,-1,-1,-1,9,-1,24653,33558,29917,39396,34930,26372,9467,9902,12640,6042,3702,14473,0
150000,1,2,2,24,0,3,7,0,1,1,44967,127121,57902,47959,32637,47548,7117,75223,18375,10390,5799,13881,0
80000,2,3,1,41,-1,-1,0,0,-1,-1,41514,18852,5251,55713,34968,16176,0,10190,1811,16098,4072,9556,0
20000,2,3,2,54,0,2,0,1,2,2,8447,15472,9837,5483,13182,11197,4450,6833,1791,1363,3783,1385,1
80000,1,2,2,70,1,7,5,6,0,2,66500,24637,35634,47042,26769,33842,31923,12689,15554,14273,0,17131,1
100000,1,1,1,46,6,0,0,0,-1,-1,35433,31265,57068,18777,0,50101,20484,8628,23324,8190,0,0,0
150000,2,1,1,64,6,-1,-1,2,4,-1,90715,55714,128869,67704,53229,53651,43835,18004,33530,31246,4104,0,0
150000,2,1,1,59,2,0,0,2,-1,0,90913,81545,22550,87495,62157,99994,14976,57830,11535,6407,9622,22343,1
150000,2,2,1,47,-1,0,4,2,1,-1,42906,118703,118334,49987,41845,77236,14660,11399,50708,9905,10826,52357,0
100000,2,1,1,32,4,0,5,0,1,4,71532,18574,43818,23937,38039,69606,24661,2236,18198,5658,16166,59546,1
30000,2,2,2,40,0,2,0,4,-1,6,16960,13398,10710,13533,9213,11976,949,5138,3478,2066,5976,4960,1
50000,1,3,2,65,-1,5,2,-1,3,1,12055,13975,11228,17594,27539,21356,9000,5235,3064,2797,2833,8849,0
150000,1,3,1,56,1,-1,0,-1,3,0,108034,47056,19346,77375,77571,62050,37599,30589,17902,30159,18277,14195,0
300000,2,3,2,65,1,0,-1,-1,0,8,189859,0,163197,209739,49901,96843,17471,0,44908,68933,35857,30564,0
10000,1,1,3,57,-1,0,3,-1,1,2,3661,5929,3959,2311,5012,4979,0,3302,2374,937,0,1891,0
80000,2,3,1,60,-1,0,0,8,1,7,12767,46655,67306,8872,52882,29282,7105,18953,34985,5217,30917,16112,0
30000,1,2,1,44,5,0,1,-1,2,-1,21387,12224,15662,16890,5951,22138,12023,6713,4381,8180,1380,12064,1
30000,2,2,2,39,1,0,3,-1,-1,0,3149,17263,15283,6994,5674,0,1329,3450,1140,3661,2278,0,1
80000,1,1,1,74,-1,-1,5,0,2,2,6789,42128,16626,47567,34340,33210,4582,19012,6343,16601,16357,18946,1
100000,2,3,2,38,0,5,2,-1,1,2,48314,50402,55697,36567,46544,3494,37940,21308,15806,10183,26286,1148,1
10000,2,1,2,63,1,2,2,2,0,0,7218,4386,2604,2224,6674,0,4684,761,1896,673,3768,0,1
150000,2,1,2,26,0,-1,-1,0,2,0,97664,33467,92075,111213,72155,103151,34638,9600,24267,31704,23674,54985,0
200000,2,1,2,35,-1,0,0,-1,0,4,49065,65158,0,80951,58304,94625,0,26963,0,22775,27795,35319,0
500000,2,2,2,58,-1,1,-1,0,-1,-1,319197,18332,250191,145598,320642,279025,92741,1331,79651,3146,97165,87740,0
20000,2,2,2,57,2,4,1,-1,-1,0,6572,12737,8838,12565,3280,8571,4408,4215,4330,9070,952,2290,1
100000,1,3,2,45,1,0,0,2,0,-1,26542,26673,28509,56091,22939,83155,8058,15436,8191,19382,6345,48989,0
50000,1,1,3,70,-1,0,0,0,2,0,29168,18341,28351,25461,35231,16920,5750,13634,4438,0,16554,1397,0
50000,2,1,2,54,2,0,-1,3,-1,3,31144,16556,15009,34324,6300,19600,24757,8749,4338,9718,3418,10892,1
80000,2,2,2,53,0,-1,0,0,-1,0,18855,39646,30901,14778,47582,42764,4024,18296,12988,3519,9528,15636,0
150000,1,1,1,47,0,-1,1,0,-1,0,41227,65745,73308,107273,45829,81263,0,24725,36883,18879,22653,38683,0
10000,2,2,3,29,-1,0,-1,1,2,0,2212,6949,4255,6759,0,6627,609,2789,438,984,0,0,0
500000,2,1,1,53,4,-1,2,-1,-1,2,101934,0,272194,177414,324924,265204,19019,0,88975,18310,75656,158073,0
150000,1,2,1,61,-1,-1,0,1,2,-1,16901,71295,42809,79644,43097,122344,5061,15273,8968,8153,15492,44331,1
150000,1,2,3,37,1,2,0,-1,4,0,49167,45210,56259,49902,55168,128394,14836,11313,8715,22230,22517,39314,0
150000,2,1,1,73,-1,0,0,-1,1,-1,91364,6026,8516,106740,23041,59436,34341,1437,1415,69853,5284,33053,0
50000,1,1,1,56,1,-1,0,3,-1,2,32997,25888,32361,18820,25182,18583,20646,2762,4021,12544,531,5748,0
150000,2,1,2,68,1,-1,1,0,5,0,39519,47322,6344,64004,49344,53359,14159,22943,2805,29576,25226,21382,0
50000,2,2,2,23,-1,-1,1,1,-1,2,32556,15860,27170,36581,20772,13645,15410,4937,7720,15190,12273,1998,0
200000,2,2,1,50,-1,-1,2,-1,-1,2,157207,108148,110635,116875,145484,39985,42141,37299,32614,58935,72279,17191,0
20000,1,3,2,60,2,2,-1,-1,0,0,10685,5636,11681,9963,10125,8837,4115,1591,4395,4267,3203,0,1
30000,1,3,1,36,3,0,0,0,0,2,16183,8277,24092,11138,4579,7186,8115,1414,8027,5051,1584,3192,0
80000,1,4,1,41,0,-1,0,0,0,3,29772,38327,28990,6352,42390,23735,18818,15219,7356,4478,5742,6163,0
30000,2,1,2,63,0,0,-1,3,0,3,3545,7948,22437,8539,4259,20886,2066,2739,5836,5357,1408,8801,0
50000,2,2,1,59,-1,4,-1,3,0,0,8119,31898,35072,20437,34064,22893,5316,0,13869,6985,14984,8464,0
80000,2,2,2,74,6,0,-1,5,4,-1,35052,43491,32680,31072,48947,40159,22826,11025,14146,9256,0,14055,0
200000,2,2,1,29,0,-1,-1,-1,1,-1,87529,58365,105864,63985,108113,84737,35344,17470,63184,31495,30769,12417,0
80000,2,3,1,65,-1,-1,-1,-1,-1,1,49555,15750,27424,53282,42132,22950,4787,10795,6773,27094,7253,5734,0
50000,2,2,3,26,-1,1,0,-1,4,0,22573,19706,23333,33083,14664,23073,9495,0,9504,16940,2979,11932,0
30000,2,2,2,50,0,-1,5,4,1,1,15079,15875,10563,12522,12906,21712,4185,5695,2186,4651,3295,4405,0
50000,2,1,1,66,0,5,-1,-1,1,1,19231,9086,25087,34447,19824,27809,6622,4832,0,5053,2391,4765,1
